380;Q62635	230;P01876
230;P01876	613;P07911
641;Q9GZM5	613;P07911
140;P01588	613;P07911
6;P14780	140;P01588
613;P07911	6;P14780
641;Q9GZM5	230;P01876
634;P21754	6;P14780
1519;Q02817	613;P07911
685;P41222	1519;Q02817
381;Q62635	634;P21754
381;Q62635	140;P01588
1012;Q9BYF1	633;P10761
74;P19835	633;P10761
374;P15941	309;P02668
