765;P01854	2537;P11627
765;P01854	2954;Q712V9
2537;P11627	227;P01877
2966;P01876	2964;P0DOX5
475;P01012	227;P01877
2714;P97797	2786;Q80X71
2714;P97797	2415;O08532-4
433;Q62765	2714;P97797
2415;O08532-4	2461;P02468
2592;Q80UG2	2402;P43406
1011;P12821	41;P02771
427;P10522	601;P01217
227;P01877	41;P02771
1011;P12821	227;P01877
1011;P12821	568;O15389
1635;O60568	1538;Q96NY8
1793;Q9UQP3	176;P07359
2961;P0DOX2	750;P05543
677;P05090	20;P01009
320;P02788	759;P10909
 
